barcode,descriptions
40232940798,"{""SUPER OMEGA 3 TG 150ML 20 DOSES MIX FRUTAS ESSENTIAL"",""ESSENTIAL CAPS SUPER OMEGA 3 150 ML / 30 DS"",""SUPL ALIM ESSENTIAL NUTRITION SUPER OMEGA 3 LIQ 150ML/30DS""}"
40232941511,"{""ESSENTIAL NUTRITION DHA TG LIQUID 150 ML / 30 DS"",""SUPL ALIM ESSENTIAL NUTRITION DHA TG LIQUID 150ML/30DS""}"
40232941542,"{""Essential Pó Sachê Hydro Lift Neutro 1.8g"",""HYDROLIFT NEUTRO TUBO 54G30DS HYDROLIFT NEUTRO TUBO 54G"",""SUPL ALIM ESSENTIAL NUTRITION HYDROLIFT NEUTRO 54G""}"
40232941559,"{""Essential Sachê Hydro Lift Electrolytes Tangerina 87g"",""Hydrolift Electrolytes (30 Sticks) - Tangerina - Essential"",""SUPL ALIM ESSENTIAL NUTRITION HYDROLIFT TANGERINA 87G""}"
40232941603,"{""CoQ10 Omega 3 TG Natural Vit e Essential Nutrition com 60 C"",""CoQ10 + Omega 3TG + Natural Vitamin E Pote 60 caps Essential"",""SUPL ALIM ESSENTIAL NUTRITION X 60 CPRS (ESS)""}"
40232941627,"{""VEGAN PRO COLLA"",""SUPLEMENTO ESSENTIAL VEGAN PRO-COLLAGEN LARANJA/CE 330GR"",""SUPL ALIM MULT ESSENTIAL NUTRITION VEGAN PRO LARANJA/CE 330G""}"
40232941658,"{""Pó Amino Greens Sabor Suco Cor Verde e Limão Yuzu 240g"",""AMINO GREENS PO SU V L YU 240.0 G X 1"",""SUPL ALIM ESSENTIAL NUTRITION AMINO GREENS LATA 240G/30DS""}"
40232942938,"{""Essential Vit D3 2.000UI com 120 Cápsulas"",""Vit D3 2000UI (120 caps) - Essential Nutrition, Essential N"",""SUPL ALIM ESSENTIAL NUTRITION 500MG X 500 CPRS (ESS)""}"
40232942983,"{""Vitamini C Gummy 150mg Essential Nutrition com 60 Gomas Mas"",""Vitamini C Gummy 150mg Essential Nutrition Com 60 Gomas Mas"",""SUPL ALIM ESSENTIAL NUTRITION 150MG X 60 CPRS (ESS)""}"
40232942990,"{""Vitamina D Essential Nutrition com 60 Gomas"",""Vitamini D3 60 Gomas - Imunidade - Essential Nutrition"",""SUPL ALIM ESSENTIAL NUTRITION 400IU X 60 CPRS (ESS)""}"
40232943003,"{""SUPER OMEGA 3 TG ESSENTIAL NUT GASTRO RESIST C/90CAPS"",""SUPER OMEGA 3 TG GASTRO RESIST 1G ESSENTIAL 90 CAP"",""SUPL ALIM ESSENTIAL NUTRITION SUPER OMEG 3 TG GASTRO 90 CAPS""}"
40232943010,"{""Vit C 4 Protect Essential Nutrition com 120 Cápsulas"",""Vit C 4 Protect Essential Nutrition Com 120 Cápsulas"",""SUPL ALIM ESSENTIAL NUTRITION X 120CPRS (ESS)""}"
40232943027,"{""Vitamini Juice Pó Uva 280g"",""VITAMINI JUICE SABOR UVA 280 8 GR ESSENT"",""SUPL ALIM ESSENTIAL NUTRITION X 56 280,8G (ESS)""}"
40232943034,"{""Vitamini Juice Pó Laranja 280g"",""VITAMINI JUICE PO LARANJA 280.0 G X 1"",""SUPL ALIM ESSENTIAL NUTRITION X 56 280,8G (ESS)""}"
40232943065,"{""B Complex com 120 Cápsulas"",""COMPLEX B  120 CAPS - ESSENTIAL NUTRITION"",""SUPL ALIM ESSENTIAL NUTRITION X 120 CPRS (ESS)""}"
40232945786,"{""Ômega Vision com 60 Cápsulas"",""SUPLEMENTO ESSENTIAL OMEGA VISION 60 CAPSULA 60UN"",""SUPL ALIM ESSENTIAL NUTRITION X 60 CPRS (ESS)""}"
40232945793,"{""Ômega Joint com 60 Cápsulas"",""ESSENTIAL - OMEGA JOINT 60 CAPS errado"",""SUPL ALIM ESSENTIAL NUTRITION X 60 CPRS (ESS)""}"
40232945809,"{""Ômega Core com 60 Cápsulas"",""ESSENTIAL OMEGA CORE ENERGY TO LOVE 60 CAPS"",""SUPL ALIM ESSENTIAL NUTRITION X 60 CPRS (ESS)""}"
40232945823,"{""Ômega Golden com 60 Cápsulas"",""SUPLEMENTO ESSENTIAL OMEGA GOLDEN 60 CAPSULA 60UN"",""SUPL ALIM ESSENTIAL NUTRITION OMEGA GOLDEN X 60CAPS""}"
40232946226,"{""Melatonin Duo Sabor Menta Essential Nutrition com 120 Compr"",""Melatonin Duo Sabor Menta Essential Nutrition Com 120 Compr"",""SUPL ALIM ESSENTIAL NUTRITION X 120 CPRS (ESS)""}"
40232946233,"{""Melatonin Duo Harmony Essential Nutrition com 120 Cápsulas"",""Melatonin Duo Harmony Essential Nutrition Com 120 Cápsulas"",""SUPL ALIM ESSENTIAL NUTRITION X 120 CPRS (ESS)""}"
40232946240,"{""Essential Pó Aminolift Tangerina 375g"",""AMINO LIFT ESSENTIAL 375 G LATA TANG"",""SUPL ALIM ESSENTIAL NUTRITION AMINOLIFT TANGERINA 375G/30DS""}"
40232950216,"{""Vitamini Juice Pó Morango 276g"",""VITAMINI JUICE PO MORANGO 276.0 G X 1"",""SUPL ALIM ESSENTIAL NUTRITION VITAMINI JUICE MORANGO 351G""}"
40232950223,"{""Essential Pó Hydro Lift Limão Siciliano 30 Sachês com 3.3g"",""SUPL ALIM MULT ESSENTIAL NUTRITION HYDROLIFT LIMAO 99G/30DS""}"
42882001188,"{""SECAPS BLACK 60CAPS"",""COMBO SECAPS BLACK CHA + CREAT"",""SUPL ALIM MULT SECAPS BLACK 60CP""}"
42882082095,"{""GOOD VIT KIDS VIT C MAST 60CAP"",""GOOD VIT KIDS VIT C 60 CP MAST C/ 500MG SABOR LARANJA"",""SUPL ALIM GOOD VIT KIDS VITAMINA LARANJA 60UN""}"
42882082101,"{""GOOD VIT KIDS VITAMINA D3 60CP"",""GOOD VIT KIDS VITAMINA D3 C/60 CPR MASTIG - ."",""SUPL ALIM GOOD VIT KIDS VITAMINA 60UN""}"
42882082118,"{""GOOD VIT KIDS CALCIO+D3 60CPR"",""GOOD VIT D+CALCIO KIDS  C/60 CP MAST C/ 500MG SB DOCE LEITE"",""SUPL ALIM GOOD VIT CALCIO KIDS MAST DOCE DE LEITE 60UN""}"
42882082170,"{""ESSENCE ALL OMEGA AZ 60 CAPS -"",""ESSENCE ALL - ALL OMEGA AZ C/60 CPS"",""SUPL ALIM VIT ESSENCE ALL OMEGA AZ 60CP""}"
42882082224,"{""ESSENCE ALL CALCIO MDK 60 CAPS"",""ESSENCE ALL - ALL CALCIO MDK C/60 CAPS"",""SUPL ALIM ESSENCE ALL CALCIO MDK 60UN""}"
42882082422,"{""GOOD VIT OMEGA 3 ULTRA CONCENTRADO 120CPS - ."",""OMEGA 3 CONCENTRADO C 120 CAP OMEGA 3 CONCENTRADO C 12"",""SUPL ALIM OMEGA 3 ULTRA CONCENTRADO CAPSULA GOOD VIT 120UN""}"
42882082453,"{""GOOD VIT CALCIO D 500MG+400UI 60CPS - ."",""GOOD VIT CALCIO D 500MG  400 UI  CX C 60 CPSULAS"",""SUPL ALIM GOOD VIT 60MG""}"
42882082996,"{""AYEKO - MAGNESIO TREONATO 60 C"",""SP AYEKO MAGNESIO TREONATO 500MG 60CPS"",""SUPL ALIM MAGNESIO TREONATO AYEKO CAPSULA 60UN""}"
42882083078,"{""NUTRIGEN OMEGA 3 120 CAPS"",""NUTRIGEN OMEGA 3 120 CAPS - ."",""SUPL VIT NUTRIGEN OMEGA 3 120CP""}"
42882083832,"{""POLI STAR MULTIVITAMINICO SENIOR ( MULT SENIOR ) C"",""POLI STAR MULTIVITAMINICO SENIOR ( MULT SENIOR ) C/ 60 CAPS"",""SUPL ALIM MULT POLI STAR MULTIVITAMINICO SENI 60UN""}"
42882083887,"{""POLI STAR VITAMINA D3 50MCG + K2 149MCG C/ 60 CAPS"",""SUPL ALIM POLI STAR VITAMINA MCG 60UN""}"
42882083900,"{""SUPLEMENTO ALIMENTA POLI STAR VITAMINA E C/60"",""POLI STAR VITAMINA E 400MG C/ 60 CAPS (75)"",""SUPL ALIM POLI STAR VITAMINA E CAPSULA 60UN""}"
42882083917,"{""POLI STAR VITAMINA K2 149MCG C/ 60 CAPS"",""SUPL ALIM POLI STAR VITAMINA MCG 60UN""}"
42882084013,"{""CLORETO DE MAGNESIO P.A. 500MG C60 CAPS CENTRUSUPER"",""SUPL ALIM CENTRUSUPER CLORETO DE MAGNESIO P.A. 500MG 60CPRS""}"
42882084020,"{""CENTRU SUPER SENIOR C60 CAPS"",""SUPL ALIM CENTRU SUPER SENIOR 60CPRS""}"
42882084037,"{""CENTRU SUPER MULHER C60 CAPS"",""SUPL ALIM MULT CENTRU MULHER X 60CP""}"
42882084044,"{""CENTRU SUPER HOMEM C60 CAPS"",""SUPL ALIM MULT CENTRU HOMEM X 60CP""}"
42882084051,"{""NUGLIFE POLIVITAMINICO HOMEM 60 CAPS"",""SUPL ALIM MULT NUGLIFE POLIVITAMINICO HOMEM CAPSULA 60UN""}"
42882084068,"{""NUGLIFE POLIVITAMINICO MULHER 60 CAPS"",""SUPL ALIM MULT NUGLIFE POLIVITAMINICO MULHER CAPSULA 60UN""}"
42882084075,"{""NUGLIFE POLIVITAMINICO SENIOR C/ 60 CAPS"",""SUPL ALIM MULT NUGLIFE POLIVITAMINICO SENIOR CAPSULA 60UN""}"
42882084143,"{""POLISOMA OMEGA 3 120 CAPS 1450MG"",""POLISOMA OMEGA 3 1450MG COM 120 CAPS"",""SUPL VIT POLISOMA OMEGA 3 1450MG 120CP""}"
42882084228,"{""SUPLEM.ALIM.FURIA CREATINA 1KG"",""SUPL ALIM MULT FURIA CREATINA 1KG""}"
42882084273,"{""CENTRU SUPER OMEGA 3 SOFTGEL 120 CAPS"",""SUPL ALIM SOFTGEL CENTRU SUPER OMEGA 3 120CAPS""}"
42882153672,"{""BLIND BB 30ML"",""BLIND BB GOTAS MARACU 30.0 ML X 1"",""SUPL ALIM BLIND VIT MAG ZINCO 30ML""}"
42882153702,"{""TESTOVIGOR 60 CP"",""TESTOVIGOR 600MG C/60 (LIB) ( UN )"",""TESTOVIGOR 600MG 60CPRS""}"
42882153740,"{""BLIND ZINCO 120ML"",""BLIND ZINCO LIQ ZIN GUAR 120.0 ML X 1"",""SUPL ALIM ZINCO BLIND 120ML""}"
42882153757,"{""6 MAGNESIOS 60 CP - G3"",""SUPL ALIM 6 MAGNESIOS X 60CPRS""}"
42882154112,"{""COBAGLOBAL SENIOR 50+ 240ML"",""SUPLEMENTO ALIMENTAR VITAMINO MAX B12 C/ 60 CPR"",""VITAMINO MAX B12 MORANGO. C/ 60CPRS""}"
42882154143,"{""VITAMINO MAX 5MAG C/60 COMP"",""BIOTINA MASTIGAVEL 60CPRS""}"
42882185789,"{""GUMMY GUDAY VINAGRE DE MACA 60UND"",""GUDAY VINAGRE DE MACA - 1 un (60 gomas)"",""SUPLEMENTO GUDAY VINAGRE DE MACA GUMMIES 60 GOMAS""}"
42882316633,"{""MR OMEGA 3 MR FIT 400G"",""SALMAO AO MOLHO MR FIT 400G C PURE D CENOUR"",""SUPL ALIM OMEGA 3 MISTER FIT 400G""}"
42882512271,"{""FORTMAGRI 1500MG 60CAP"",""FORTMAGRI BERBERINA + EVODIA 1800MG C/60 CPS - MTC FORTLIFE"",""FORTMAGRI BLACK 1800MG 60 CPRS""}"
42882620617,"{""OMEGA 3 C/120 CAPSULAS P5"",""SUPL ALIM OMEGA 3 CAPSULA 120UN""}"
42882645016,"{""OMEGA 3 120CAPS CLINICAL SERIES  UNDER LABZ"",""OMEGA 3 UNDER LABZ FISH OIL C/120 SOFTGELS"",""SUPL ALIM OMEGA 3 CAPSULA CLINICAL SERIES 120UN""}"
42882875314,"{""GLPEN NUTRI MUSCLE SACHE 10GR"",""SUPL ALIM MULT MERAKI GLPEN NUTRI MUSCLE SACHE 10G""}"
68459310200,"{""Cuisinart Prensa de ferro fundido CGPR-223 XL"",""SUPL ALIM CUISINART PRENSA DE FERRO FUNDIDO CGPR""}"
70341281833,"{""Ora Pro Nobis 500mg com 60 Cápsulas"",""FORTLIFE ORA PRONOBIS 500MG C/60 CAPS ( UN )"",""ORAPRONOBIS 500MG X 60 CPR (FRT)""}"
70341281857,"{""Vinagre de Maca 1000mg com 60 Cápsulas"",""VINAGRE DE MAÇA 1.000 MG C/60 CAP FORTLIFE ***"",""VINAGRE DE MACA 1000MG X 60 CPR ()""}"
70341359136,"{""BIOTINA MULTIFORT C60 CPS"",""BIOTINA (VITAMINA B7) MULTIFOR"",""SUPL ALIM BIOTINA CAPSULA 60UN""}"
70341552568,"{""ENERGY GEL Z2 PITAYA"",""ENERGY GEL EVERY DAY 10X40G PITAYA Z2 PERFORMANCE SCIENCE N"",""SUPLEMENTO ALIMENTAR Z2 FOODS 40G""}"
70341552575,"{""ENERGY GEL Z2 ORIGINAL 55G"",""ENERGY GEL + SABOR ORIGINAL (40CARB) SEM CAFEINA Z2 55G"",""MULTIVITAMINICO Z2 EM GEL ORIGINAL 55G""}"
70341564554,"{""KOALA SLEEP MORANGO 264G"",""KOALA SLEEP PO MORANGO 264.0 G X 1"",""SUPLEMENTO ALIMENTAR KOALA SLEEP MORANGO 264G""}"
70341564561,"{""KOALA SLEEP MORANGO 456G"",""KOALA SLEEP MORANGO 456 GR CAFFEINE ARMY"",""SUPLEMENTO ALIMENTAR KOALA SLEEP MORANGO 456G""}"
70341564585,"{""KOALA SLEEP MORANGO 12G"",""KOALA SLEEP TO GO PO MORANGO 12.0 G X 14"",""SUPLEMENTO ALIMENTAR KOALA SLEEP MORANGO STICK 12G""}"
70341627211,"{""Treofort 350mg com 60 Cápsulas"",""MALATO DE MAGNESIO 420MG + L TREONINA 160MG"",""TREOFORT 350MG COM 60 CÁPSULAS""}"
70341689639,"{""SANTO HABITO AZ 34 COMPLEX 60C"",""COMPLEX AZ 34 60 CAPS ( SANTO HABITO )"",""SUPL ALIM SANTO HABITO AZ 34 COMPLEX 60CP""}"
70341689646,"{""SANTO HABITO AZ HOMEM EXCLUSIV"",""SANTO HABITO AZ HOMEM EXCLUSIV C/60 CPS"",""SUPL ALIM SANTO HABITO AZ HOMEM EXCLUSIV 60CP""}"
70341689653,"{""SANTO HABITO AZ MULHER EXCLUSI"",""SANTO HABITO AZ MULHER EXCLUSIV C/60 CPS"",""SUPL ALIM SANTO HABITO AZ MULHER EXCLUSIV 60CP""}"
70341689660,"{""SANTO HABITO 50+ EXCLUSIV 60CA"",""SANTO HABITO 50+ EXCLUSIV C 6"",""SUPL ALIM SANTO HABITO 50+ EXCLUSIV 60CP""}"
70341689707,"{""SANTO HABITO CONDRO ARTICULAR"",""CONDRO ARTICULAR PEA 300 60 CAPS ( SANTO HABITO )"",""SUPL ALIM MULT SANTO HABITO CONDRO ARTICULAR 60CAPS""}"
70341689714,"{""SANTO HABITO TRIACALM MELATONI"",""TRIACALM MELATONINA 30 ML ( SANTO HABITO )"",""TRIACALM MELATONINA SANTO HABITO X 30ML""}"
70341689783,"{""SANTO HABITO VENUS LIBID 60CAP"",""VENUS LIBID C/60 CAPS SANTO HA"",""SUPL ALIM SANTO HABITO VENUS LIBID 60CP""}"
70341689844,"{""SANTO HABITO CURCUMA 130MG 60C"",""CURCUMA SANTO HABITO 130MG 60 CAPS"",""SUPL ALIM SANTO HABITO CURCUMA 130.0 MG 60CP""}"
70341850862,"{""REVIGOVITA CALCIO MDK 750MG 60 CPR"",""REVIGOVITA - CALCIO MDK 750MG 60 CPR"",""SUPL ALIM CALCIO MDK REVIGOVITA COMPRIMIDO 60UN""}"
70341867969,"{""B12 AD +VIT C 414% VD FORTLIFE SB TANG 280MG C/60 CP MAS"",""VITAMINA B12 TANGERINA CPRS MASTIGAVEL 1UN""}"
70341873540,"{""VINAGRE DE MACA VER+ENOV 60CAP"",""VINAGRE DE MACA VERDE 1000MG 60CAPS (1,0 G = 2 CAPSULAS) NOV"",""VINAGRE MACA VERDE 1000MG FORTLIFE 60 CAPSULA""}"
70341907559,"{""BALA DE CANELA 40G"",""MULTISUPRA CPR MA MA+ZI X 60"",""SUPL ALIM MULTISUPRA MAGNESIO DIMALATO""}"
70341928967,"{""VIT B12 KIDS FORTLIFE 280MG C/60 CP MAST"",""B12 KIDS 280MG 60 CPR MAST FRUTAS ROXAS (VIT C + METILCOBALA"",""VITAMINA B12 KIDS 280MG 60 CPRS MASTIGAVEIS""}"
70341938355,"{""FORTVIRIL HOMME 2400MG 60CPS"",""FORTVIRIL HOMME 2400MG C/60 CAPSULAS - FORTLIFE ( UN )"",""FORTVIRIL 2400MG 60CAPS""}"
70341938362,"{""FORTLIBID FEMME 2400MG 60CAPS"",""FORTLIBID FEMME 2400MG C/60 CAPSULAS - FORTLIFE ( UN )"",""SUPL ALIM FORTLIBID FEMME 2400MG X 60CPRS""}"
70341938560,"{""FORTVITIMAX C/60 CAP"",""FORTVITI MAX C60CAPS - LUITEI FORTVITI MAX C60CAPS - L"",""SUPLEMENTO ALIM FORTVITI MAX CAIXA 60CPS""}"
70341939222,"{""EU+ SUPLEMENTO ALIMENTAR 600G"",""EU MAIS SUPLEMENTO ALIMENTAR 600G""}"
70341950166,"{""A-Z FORT 1000MG 60CP"",""AZ FORT POLIVITAMINICO 1000MG CPR C/60 - FORTLIFE"",""SUPL ALIM MULT FORTLIFE 7 A-Z 1000MG X 60 CAPS""}"
70341982143,"{""DORT AINE - 10 COMPRIMIDOS"",""SUPL ALIM DORT AINE TURMERIC X 1,3G X 10CPRS""}"
73373900376,"{""VITAMINA D3 120X10000UI NOW"",""SUPL ALIM NOW VITAMINA""}"
74312119446,"{""MILK THISTLE EXTRACT 90X1000MG PURITANS PRIDE"",""MILK THISTLE EXTRACT 1000MG PURITANS PRIDE 90CAPSULAS""}"
74468240360,"{""MAGNESIO+INOSITOL RELIEF 3.0 CAPIM LIMAO, HORTELA E ERVA DO"",""TRUE SOURCE MAGNE INOS REL 3.0 CAPIM LIMAO HORTELA E ERVA D"",""SUPL ALIM TRUE SOURCE  MAG+INOS RELIEF 3.0 HORTELA X 350G""}"
74468605626,"{""DORFINAL PEA + MAGNESIO"",""DORFINAL 17CP""}"
74468605640,"{""FINALDOR C/10 CAPSULAS (PEA+MAGNESIO)"",""FINALDOR C 20 CAPSULAS (PEA+M FINALDOR C 20 CAPSULAS ("",""SUPL ALIM FINALDOR (PEA+MAGNESIO) 20 CAPS""}"
74468627857,"{""RHODIOLA ROSEA 500MG 60CAP"",""RHODIOLA ROSEA 500MG C/60 CAPS FORTLIFE ( UN )"",""SUPL ALIM NUTRIVALE ROSEA FORTLIFE 500MG 60CAPS""}"
74468809901,"{""SANTO HABITO CONDRO PREMIUM 60"",""CONDRO PREMIUM 60 CAPS ( SANTO HABITO )"",""SUPL ALIM SANTO HABITO CONDRO PREMIUM X 60 CAPS""}"
74468810051,"{""ACOVIT MAIS OMEGA 3 120 CAPS"",""SUPL ALIM OMEGA 3 CAPSULA ACOVIT 120UN""}"
74468810068,"{""ACOVIT MAIS ACOFLEX TII 60CAPS"",""ACOVIT MAIS ACOFLEX TII 60 CAP"",""SUPL ALIM MULT ACOVIT MAIS ACOFLEX TII 60CPRS""}"
74468947856,"{""GUMMY MELATONINA GUDAY UVA ROXA 60UND"",""GUDAY MELATONINA - UVA ROXA - 1 un (60 gomas)"",""MELATONINA GUDAY GUMMIES UVA ROXA 60 GOMAS""}"
74468948785,"{""SILIMARINA 300MG 10CPS"",""FORT SILIMARINA 300MG 20X10 FORT SILIMARINA 300MG 20X"",""SUPL ALIM FORTLIFE 10X2MG""}"
85721045110,"{""Lucky Line Fecho mosquetão de 3-1/2, zinco banhado a níquel"",""SUPL ALIM LINE LUCKY FECHO MOSQUETAO DE ZINCO BANHADO NIQUEL""}"
87946027513,"{""GABA EM GUMMIES  30 GOMAS - SABOR MARACUJA"",""SUPL ALIM GUMMIES MARACUJA 30UN""}"
87946190743,"{""SUPLESSENT MULHER + ARGININA C/60 ( UN )"",""SUPL ALIM MULT SUPLESSENT MULHER + ARGININA X""}"
87946190767,"{""SUPLESSENT HOMEM + ARGININA C/60 ( UN )"",""SUPL ALIM MULT HOMEM X 60CPR""}"
87946190774,"{""SUPLESSENT VIT AZ SENIOR + ARGININA + Q10 C/60 ( UN )"",""SUPL ALIM SUPLESSENT VIT AZ SENIOR X 60CAPS""}"
181652011610,"{""MEDICAMENTO VIVAMIL ENERGETICO"",""Vivamil 210mg com 5 Comprimidos"",""SUPL ALIM VIVAMIL ENERGETICO 210MG X 5 CAPS""}"
192505210746,"{""FARINHA MACA PERUANA BOM D MAIS"",""FARINHA DE MACA PERUANA 60G BOM D MAIS 60G"",""MACA PERUANA BOM DI MAIS 60G""}"
192505435859,"{""BEBIDA NUTRAVITTA 355ML BEAUTY ZERO"",""SUPL ALIM MULT NUTRAVITTA BEAUTY ZERO 350ML 1UN""}"
192505435897,"{""BEBIDA NUTRAVITTA 355ML SONNO ZERO"",""SUPL ALIM MULT NUTRAVITTA SONNO ZERO 355ML""}"
300658048134,"{""VITALUX VISAO 2.0C/120 CAPS"",""VITALUX VISAO 2 0 C 120 CAPS""}"
300658950123,"{""VITALUX PLUS OMEGA 3C/30 CAPS"",""Ômega 3 Vitalux Plus com 30 Cápsulas"",""SUPL ALIM VITALUX PLUS OMEGA 3 X 30 CPRS (ALC)""}"
308204797864,"{""Vitamina C 500mg + Zinco 7mg 60 Cps Vegano  Lauton"",""SUPL ALIM VEGANO VITAMINA ZINCO COMPRIMIDO LAUTON 60UN""}"
308205008877,"{""Magnésio Dimalato Malate Now Foods 180 Tabletes Importado ("",""SUPL ALIM MAGNESIO DIMALATO MALATE NOW FOODS TABLETES""}"
324208607602,"{""NEOVITE VISAO 60CPS"",""NEOVITE VISAO CAPS GELALIN X 60"",""NEOVITE VISAO 60CP""}"
400003780976,"{""OFTALMICO NEO QUIMICA FRESH SOL FRASCO GOTEJADOR 5MG""}"
602883278691,"{""GLUCOSAMIMA+CONDROITINA 30 SAC"",""SUPL ALIM GLUCOSAMIMA+CONDROITINA 30UN""}"
602883485952,"{""PROTEINA DE SOJA NATURAL PORTUGAL 300G"",""PROTEINA DE SOJA NATURAL PORTUGAL 300GR"",""CEREAL PROTEINA DE SOJA NATURAL PORTUGAL 300G""}"
602883508675,"{""Meafina com 90 Cápsulas"",""MEAFINA C 90 CAPSULAS MEAFINA C 90 CAPSULAS"",""SUPLEMENTO ALIMENTAR VITTORE MEAFINA 90CP""}"
602883508774,"{""Revigore Beauty com 60 Cápsulas"",""REVIGORE BEAUTY CABELO E UNHA 60CAPS"",""SUPL ALIM MULT REVIGORE BEAUTY 60CP""}"
602883508798,"{""Santo Habito Inmunity com 60 Cápsulas"",""SUPL ALIM SANTO HABITO INMUNITY 60CP""}"
602883508804,"{""Santo Habito Condro Articular com 30 Cápsulas"",""SANTO HABITO CAPS CO ARTI X 30"",""SUPL ALIM SANTO HABITO CONDRO ARTICULAR 30CP""}"
602883508811,"{""Vitamina C + Zinco Quelato Santo Hábito com 60 Cápsulas"",""SUPL ALIM SANTO HABITO VITAMINA C + ZINCO QUELATO 60CP""}"
602883508859,"{""Triacalm Santo Hábito com 60 Cápsulas"",""SUPL ALIM SANTO HABITO TRIACALM 60CP""}"
602883533240,"{""MEMORIA - MAG, VIT B3+B6+B9+K2"",""MEMORIA - MAG VIT B3+B6+B9+K2 FERRO E SELENIO C/60 CAPS"",""SUPL ALIM VIT MEMORIA MAG FERRO E SELENIO CAPSULA 60UN""}"
602883533752,"{""DIMAGNESIO MALATO 500MG. 60 CA"",""NF DIMAGNESIO MALATO 500MG 60 NF DIMAGNESIO MALATO 500M"",""SUPL ALIM DIMAGNESIO MALATO 500MG 60CP""}"
602883533783,"{""NF VITAMINA E 400UI 400MG C/ 60 CAPS"",""SUPL ALIM VITAMINA E CAPSULA 60UN""}"
602883533844,"{""BIOTINA 500MG 60CPS"",""NEW FOUR CAPS BIOT B7 45.0 Y  X 60"",""SUPL ALIM BIOTINA CAPSULA 60UN""}"
602883873032,"{""CALCIO-VID 1300MG 60 CAP SOFT-"",""CALCIO-VID - CÁLCIO MDK + MAGNÉSIO + K2 60 CAPS."",""SUPL ALIM CALCIO MDK VID MAGNESIO CAPSULA 60UN""}"
602883873049,"{""POLIVID A-Z POLIVITAMINICO 60 CAPS."",""SUPL ALIM MULT LA VID POLIVID POLIVITAMINICO CAPSULA 60UN""}"
602883913950,"{""ULTRASUPRY MULHER C/60CPS (L)"",""ULTRASUPRY MULHER 60CP""}"
602883913974,"{""ULTRASUPRY CALCIO 30CAPS"",""ULTRASUPRY CALCIO C/30CP (L)"",""ULTRASUPRY CALCIO 30CP""}"
602883913981,"{""ULTRASUPRY SENIOR C/60CPS (L)"",""ULTRASUPRY SENIOR 60CPS""}"
602883980723,"{""Ômega do Alaska 1000mg com 60 Cápsulas"",""OMEGA DO ALASKA 660MG EPA 440MG DHA C/60 CAPS QUALY NUTRI"",""OMEGA3 1000MG X 60 CPR ()""}"
605270028886,"{""INDIANA TESTO GOLD 60 CAPS (EX"",""SUPL ALIM INDIANA TESTO GOLD 60CAPS""}"
605270028909,"{""SMART LIFE SMART VISAO C/60 CPS"",""SUPL ALIM SMART LIFE PRO VISION 60CAPS""}"
605270028923,"{""SMART LIFE SMART TESTO C/60 CPS (VITTORE)"",""SUPL ALIM MULT SMART LIFE TESTO X 60CAPS""}"
605270029029,"{""SMART LIFE OMEGA 3 C/120 CPS(VITTORE)"",""SUPL ALIM SMART LIFE OMEGA COMPRIMIDO VITTORE 120UN""}"
606529303259,"{""OLEO DE COCO EM PO ALQUIMIA DA SAUDE 400G"",""OLEO COCO EM PO ALQUIMIA DA SAUDE 400G""}"
606529303396,"{""CAPSULA RECOVER FISICO ALQUIMIA DA SAUDE C/60UN"",""RECOVER 600MG 60CAPS FISICO""}"
606529424619,"{""COENZIMA TRUE COQ10+VITAMINA E 60CAPS"",""TRUE COQ 10 + VITAMINA E TRUE SOURCE 60 CAPSUUN 1"",""SUPL ALIM TRUE COQ VITAMINA E SOURCE CAPSULA 60UN""}"
606529425036,"{""True Ômega 3 Vitamina E 1000mg com 60 Cápsulas"",""LONGEVIDADE E PREVENCAO TRUE OMEGA 3 1000MG C/ 60 CAPS - TR"",""SUPL ALIM TRUE SOURCE OMEGA 3 1000MG X 60CAPS (TRU)""}"
606529425227,"{""Magnesio + Inositol Relief Pó Lemonade 300g"",""Magnésio + Inositol Relief (300g) - Limão - True Source, Tr"",""SUPL ALIM TRUE SOURCE  MAG+INOS RELIEF 3.0 LEMONADE X 350G""}"
606529644840,"{""OMEGA 3 SUPER DHA E TG 1000MG - 60 CAPS."",""Ômega 3 DHA 1000mg com Selo Ifos, Vitamina E e TG Vhita - 6"",""SUPL ALIM OMEGA 3 SUPER DHA E TG 1000MG  60CAPS""}"
606529644857,"{""VHITA ÔMEGA 3 TG 1000MG RICO EM EPA DHA COM VITAMINA E E SE"",""SUPL ALIM VHITA OMEGA 3 1000MG TG 120CP""}"
606529644864,"{""VHITA ÔMEGA 3 TG 1000MG RICO EM EPA DHA COM VITAMINA E SELO"",""Ômega 3 1000mg TG EPA DHA com Selo IFOS e Vitamina E 60 cáp"",""SUPL ALIM VHITA OMEGA 3 C/VIT E 60CP""}"
606529644895,"{""Vitamina D3 K2 MK7 2000ui 60 Cápsulas Vhita (60 dias cada p"",""SUPL ALIM VHITA D3 K2 TCM 60CAPS""}"
606529667016,"{""MULTIVITAMINICO DUX POTE 90 CA ."",""MULTIVITAMINICO MD ALL 26 + PLUS 90 TABS"",""SUPL ALIM MULT DUX MULTIVITAMINICO CAPSULA 90UN""}"
606529790738,"{""OLDVITTA CABELO, PELE E UNHAS C/90 CAPS"",""OLDVITTA CABELO PELE E UNHA 90CP""}"
