SKU;Cod.Empresa;Empresa;Descripcion Minorista;RUBRO;Fecha Ult.Mov
7896004722122;83465;PP CTBA VICENTE MACHADO;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-02-11 00:00:00.0
7895858017002;83465;PP CTBA VICENTE MACHADO;ZZFLORINEFEC/100 CPR 0,1MG;SIN ASIGNAR(M);2025-03-13 00:00:00.0
7894916503754;83465;PP CTBA VICENTE MACHADO;AGLUCOSEC/30 CPR 50MG;SIN ASIGNAR(M);2025-06-16 00:00:00.0
7891721202391;83465;PP CTBA VICENTE MACHADO;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-09-02 00:00:00.0
7891721023484;83465;PP CTBA VICENTE MACHADO;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2022-04-01 00:00:00.0
7891317411923;83465;PP CTBA VICENTE MACHADO;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2025-07-10 00:00:00.0
7891317014773;83465;PP CTBA VICENTE MACHADO;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-01-07 00:00:00.0
7891317001513;83465;PP CTBA VICENTE MACHADO;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-04-28 00:00:00.0
7891268106213;83465;PP CTBA VICENTE MACHADO;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2025-07-23 00:00:00.0
7891106006149;83465;PP CTBA VICENTE MACHADO;EPHYNALC/30 CAPS 400MG;SIN ASIGNAR(M);2025-01-07 00:00:00.0
7891106000956;83465;PP CTBA VICENTE MACHADO;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-06-26 00:00:00.0
7890282800015;83465;PP CTBA VICENTE MACHADO;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-28 00:00:00.0
5060632508515;83465;PP CTBA VICENTE MACHADO;SYSTEN SEQUIC/8 ADES 50+50+170MCG/DIA;SIN ASIGNAR(M);2024-02-21 00:00:00.0
5060632508508;83465;PP CTBA VICENTE MACHADO;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-08-21 00:00:00.0
7898687732993;83461;PP CTBA PINHEIRINHO II;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-03-18 00:00:00.0
7898149934514;83461;PP CTBA PINHEIRINHO II;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-08-09 00:00:00.0
7898074617612;83461;PP CTBA PINHEIRINHO II;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2024-08-08 00:00:00.0
7897595635198;83461;PP CTBA PINHEIRINHO II;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2023-08-26 00:00:00.0
7897595602503;83461;PP CTBA PINHEIRINHO II;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7896658001680;83461;PP CTBA PINHEIRINHO II;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2024-10-21 00:00:00.0
7896241265543;83461;PP CTBA PINHEIRINHO II;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-09-01 00:00:00.0
7896112400554;83461;PP CTBA PINHEIRINHO II;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-03-15 00:00:00.0
7896094208506;83461;PP CTBA PINHEIRINHO II;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-05-23 00:00:00.0
7896094201477;83461;PP CTBA PINHEIRINHO II;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7896006290667;83461;PP CTBA PINHEIRINHO II;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-08-30 00:00:00.0
7896006245339;83461;PP CTBA PINHEIRINHO II;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-08-21 00:00:00.0
7896006245322;83461;PP CTBA PINHEIRINHO II;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-05-22 00:00:00.0
7896006201731;83461;PP CTBA PINHEIRINHO II;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-08-28 00:00:00.0
7896006201717;83461;PP CTBA PINHEIRINHO II;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-09-01 00:00:00.0
7896004775043;83461;PP CTBA PINHEIRINHO II;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-01 00:00:00.0
7896004722122;83461;PP CTBA PINHEIRINHO II;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-05-28 00:00:00.0
7891317411923;83461;PP CTBA PINHEIRINHO II;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2022-10-14 00:00:00.0
7891317020002;83461;PP CTBA PINHEIRINHO II;ACECLOFENACO EUROC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-04-29 00:00:00.0
7891317014773;83461;PP CTBA PINHEIRINHO II;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-05-27 00:00:00.0
7891317001513;83461;PP CTBA PINHEIRINHO II;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2024-09-07 00:00:00.0
7891268106213;83461;PP CTBA PINHEIRINHO II;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2025-07-05 00:00:00.0
7891106000956;83461;PP CTBA PINHEIRINHO II;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-04-30 00:00:00.0
7890282800015;83461;PP CTBA PINHEIRINHO II;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-27 00:00:00.0
5060632508508;83461;PP CTBA PINHEIRINHO II;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-03-20 00:00:00.0
7898687732993;83144;PP JLLE PROCOPIO GOMES;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-11-09 00:00:00.0
7898074617612;83144;PP JLLE PROCOPIO GOMES;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-09-05 00:00:00.0
7898074613430;83144;PP JLLE PROCOPIO GOMES;FLUIMUCILC/16 CPR EFERV 200MG;SIN ASIGNAR(M);2022-06-20 00:00:00.0
7898074611276;83144;PP JLLE PROCOPIO GOMES;FLUIMUCILC/60 CPR EFERV 600MG;SIN ASIGNAR(M);2024-04-17 00:00:00.0
7897595635198;83144;PP JLLE PROCOPIO GOMES;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-01-25 00:00:00.0
7897595602503;83144;PP JLLE PROCOPIO GOMES;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-08-03 00:00:00.0
7897316802861;83144;PP JLLE PROCOPIO GOMES;PRED MILD10ML COLI 0,12%;SIN ASIGNAR(M);2026-05-11 00:00:00.0
7896658001680;83144;PP JLLE PROCOPIO GOMES;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-07-06 00:00:00.0
7896523227092;83144;PP JLLE PROCOPIO GOMES;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2024-10-24 00:00:00.0
7896241265543;83144;PP JLLE PROCOPIO GOMES;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-07-25 00:00:00.0
7896112400554;83144;PP JLLE PROCOPIO GOMES;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-03-13 00:00:00.0
7896112116929;83144;PP JLLE PROCOPIO GOMES;TEUTOVIT EC/30 CAPS 400MG;SIN ASIGNAR(M);2022-03-25 00:00:00.0
7896094208506;83144;PP JLLE PROCOPIO GOMES;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-02-15 00:00:00.0
7896094201477;83144;PP JLLE PROCOPIO GOMES;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7896006290667;83144;PP JLLE PROCOPIO GOMES;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-05-21 00:00:00.0
7896006245339;83144;PP JLLE PROCOPIO GOMES;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7896006245322;83144;PP JLLE PROCOPIO GOMES;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-08-08 00:00:00.0
7896006201731;83144;PP JLLE PROCOPIO GOMES;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-09-04 00:00:00.0
7896006201717;83144;PP JLLE PROCOPIO GOMES;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-04-19 00:00:00.0
7896004775043;83144;PP JLLE PROCOPIO GOMES;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-07-29 00:00:00.0
7896004722122;83144;PP JLLE PROCOPIO GOMES;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-07-08 00:00:00.0
7891721202391;83144;PP JLLE PROCOPIO GOMES;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-11 00:00:00.0
7891721023484;83144;PP JLLE PROCOPIO GOMES;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2022-04-07 00:00:00.0
7891317411923;83144;PP JLLE PROCOPIO GOMES;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2025-08-26 00:00:00.0
7891317014773;83144;PP JLLE PROCOPIO GOMES;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-05-19 00:00:00.0
7891317001513;83144;PP JLLE PROCOPIO GOMES;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-07-22 00:00:00.0
7891268106213;83144;PP JLLE PROCOPIO GOMES;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2025-09-01 00:00:00.0
7891106006149;83144;PP JLLE PROCOPIO GOMES;EPHYNALC/30 CAPS 400MG;SIN ASIGNAR(M);2024-10-02 00:00:00.0
7891106000956;83144;PP JLLE PROCOPIO GOMES;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-07-17 00:00:00.0
7890282800015;83144;PP JLLE PROCOPIO GOMES;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-22 00:00:00.0
5060632508508;83144;PP JLLE PROCOPIO GOMES;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-08-10 00:00:00.0
7898687732993;83152;PP JLLE RODRIGUES;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-12-09 00:00:00.0
7898149934514;83152;PP JLLE RODRIGUES;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2024-10-01 00:00:00.0
7898074617612;83152;PP JLLE RODRIGUES;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-03-20 00:00:00.0
7898074611276;83152;PP JLLE RODRIGUES;FLUIMUCILC/60 CPR EFERV 600MG;SIN ASIGNAR(M);2024-07-17 00:00:00.0
7898049795260;83152;PP JLLE RODRIGUES;ACECLOFENACO VITAMEDICC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2026-05-17 00:00:00.0
7897595635198;83152;PP JLLE RODRIGUES;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-09-01 00:00:00.0
7897595604460;83152;PP JLLE RODRIGUES;LECTRUM1,5ML PO LIOF+SOL DIL 3,75MG;SIN ASIGNAR(M);2022-02-08 00:00:00.0
7897595602503;83152;PP JLLE RODRIGUES;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-08-19 00:00:00.0
7897076909312;83152;PP JLLE RODRIGUES;ACECLOFENACO RANBAXYC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2024-02-15 00:00:00.0
7896658001680;83152;PP JLLE RODRIGUES;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-07-11 00:00:00.0
7896523227092;83152;PP JLLE RODRIGUES;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2023-12-22 00:00:00.0
7896241265543;83152;PP JLLE RODRIGUES;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7896165600055;83152;PP JLLE RODRIGUES;DDAVPC/30 CPR 0,2MG;SIN ASIGNAR(M);2024-06-18 00:00:00.0
7896165600048;83152;PP JLLE RODRIGUES;DDAVPC/30 CPR 0,1MG;SIN ASIGNAR(M);2026-09-09 00:00:00.0
7896112400554;83152;PP JLLE RODRIGUES;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-05-10 00:00:00.0
7896112116929;83152;PP JLLE RODRIGUES;TEUTOVIT EC/30 CAPS 400MG;SIN ASIGNAR(M);2023-05-09 00:00:00.0
7896094208506;83152;PP JLLE RODRIGUES;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-09-05 00:00:00.0
7896094201477;83152;PP JLLE RODRIGUES;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-07 00:00:00.0
7896006290667;83152;PP JLLE RODRIGUES;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-05-12 00:00:00.0
7896006245339;83152;PP JLLE RODRIGUES;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-08-21 00:00:00.0
7896006245322;83152;PP JLLE RODRIGUES;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-06-08 00:00:00.0
7896006201731;83152;PP JLLE RODRIGUES;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-09-05 00:00:00.0
7896006201717;83152;PP JLLE RODRIGUES;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-06-16 00:00:00.0
7896004775043;83152;PP JLLE RODRIGUES;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-07-31 00:00:00.0
7896004722122;83152;PP JLLE RODRIGUES;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7891721202391;83152;PP JLLE RODRIGUES;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-25 00:00:00.0
7891721023484;83152;PP JLLE RODRIGUES;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2022-03-17 00:00:00.0
7891317411923;83152;PP JLLE RODRIGUES;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2023-02-17 00:00:00.0
7891317020002;83152;PP JLLE RODRIGUES;ACECLOFENACO EUROC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-04-06 00:00:00.0
7891317014773;83152;PP JLLE RODRIGUES;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-05-31 00:00:00.0
7891317001513;83152;PP JLLE RODRIGUES;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-07-07 00:00:00.0
7891268106213;83152;PP JLLE RODRIGUES;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2025-07-18 00:00:00.0
7891142128638;83152;PP JLLE RODRIGUES;CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML;SIN ASIGNAR(M);2022-08-11 00:00:00.0
7891106000956;83152;PP JLLE RODRIGUES;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-08-24 00:00:00.0
7890282800015;83152;PP JLLE RODRIGUES;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-27 00:00:00.0
5060632508515;83152;PP JLLE RODRIGUES;SYSTEN SEQUIC/8 ADES 50+50+170MCG/DIA;SIN ASIGNAR(M);2025-02-17 00:00:00.0
5060632508508;83152;PP JLLE RODRIGUES;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-08-28 00:00:00.0
7898687732993;83220;PP JLLE JARDIM PARAÍSO;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-01-14 00:00:00.0
7898149934514;83220;PP JLLE JARDIM PARAÍSO;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-09-05 00:00:00.0
7898074617612;83220;PP JLLE JARDIM PARAÍSO;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2023-08-14 00:00:00.0
7898074611276;83220;PP JLLE JARDIM PARAÍSO;FLUIMUCILC/60 CPR EFERV 600MG;SIN ASIGNAR(M);2025-05-07 00:00:00.0
7898049795260;83220;PP JLLE JARDIM PARAÍSO;ACECLOFENACO VITAMEDICC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2026-08-19 00:00:00.0
7897595639066;83220;PP JLLE JARDIM PARAÍSO;ACICLOVIR NOVARTISC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7897595635198;83220;PP JLLE JARDIM PARAÍSO;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2023-02-02 00:00:00.0
7897595602503;83220;PP JLLE JARDIM PARAÍSO;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-05-04 00:00:00.0
7897076909343;83220;PP JLLE JARDIM PARAÍSO;ACECLOFENACO RANBAXYC/24 CPR REV 100MG GEN;SIN ASIGNAR(M);2023-04-13 00:00:00.0
7896658001680;83220;PP JLLE JARDIM PARAÍSO;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2023-10-14 00:00:00.0
7896523227092;83220;PP JLLE JARDIM PARAÍSO;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2024-04-05 00:00:00.0
7896241265543;83220;PP JLLE JARDIM PARAÍSO;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-08-09 00:00:00.0
7896112400554;83220;PP JLLE JARDIM PARAÍSO;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-03-13 00:00:00.0
7896094208506;83220;PP JLLE JARDIM PARAÍSO;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-08-20 00:00:00.0
7896094201477;83220;PP JLLE JARDIM PARAÍSO;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-08-31 00:00:00.0
7896006290667;83220;PP JLLE JARDIM PARAÍSO;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-08-30 00:00:00.0
7896006245339;83220;PP JLLE JARDIM PARAÍSO;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-09-05 00:00:00.0
7896006245322;83220;PP JLLE JARDIM PARAÍSO;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-06-01 00:00:00.0
7896006201731;83220;PP JLLE JARDIM PARAÍSO;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-08-23 00:00:00.0
7896006201717;83220;PP JLLE JARDIM PARAÍSO;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-09-01 00:00:00.0
7896004775043;83220;PP JLLE JARDIM PARAÍSO;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2023-07-05 00:00:00.0
7896004722122;83220;PP JLLE JARDIM PARAÍSO;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-08-08 00:00:00.0
7894916503754;83220;PP JLLE JARDIM PARAÍSO;AGLUCOSEC/30 CPR 50MG;SIN ASIGNAR(M);2026-06-03 00:00:00.0
7891721202391;83220;PP JLLE JARDIM PARAÍSO;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-07-31 00:00:00.0
7891317411923;83220;PP JLLE JARDIM PARAÍSO;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2025-08-20 00:00:00.0
7891317014773;83220;PP JLLE JARDIM PARAÍSO;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-04-12 00:00:00.0
7891317001513;83220;PP JLLE JARDIM PARAÍSO;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2023-05-03 00:00:00.0
7891268106213;83220;PP JLLE JARDIM PARAÍSO;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2025-08-18 00:00:00.0
7891106000956;83220;PP JLLE JARDIM PARAÍSO;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7890282800015;83220;PP JLLE JARDIM PARAÍSO;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-12 00:00:00.0
5060632508508;83220;PP JLLE JARDIM PARAÍSO;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-07-24 00:00:00.0
7898687732993;83511;PP JLLE COSTA E SILVA;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-11-24 00:00:00.0
7898149934514;83511;PP JLLE COSTA E SILVA;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-07-28 00:00:00.0
7898074617612;83511;PP JLLE COSTA E SILVA;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-07-18 00:00:00.0
7898074613430;83511;PP JLLE COSTA E SILVA;FLUIMUCILC/16 CPR EFERV 200MG;SIN ASIGNAR(M);2022-05-07 00:00:00.0
7897595639134;83511;PP JLLE COSTA E SILVA;ACICLOVIR SANDOZC/60 CPR 400MG GEN;SIN ASIGNAR(M);2026-06-05 00:00:00.0
7897595639066;83511;PP JLLE COSTA E SILVA;ACICLOVIR NOVARTISC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-09-03 00:00:00.0
7897595635198;83511;PP JLLE COSTA E SILVA;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-06-10 00:00:00.0
7897595604460;83511;PP JLLE COSTA E SILVA;LECTRUM1,5ML PO LIOF+SOL DIL 3,75MG;SIN ASIGNAR(M);2023-05-10 00:00:00.0
7897595602503;83511;PP JLLE COSTA E SILVA;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-03-06 00:00:00.0
7897316802861;83511;PP JLLE COSTA E SILVA;PRED MILD10ML COLI 0,12%;SIN ASIGNAR(M);2025-05-29 00:00:00.0
7896658001680;83511;PP JLLE COSTA E SILVA;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-07-15 00:00:00.0
7896523227092;83511;PP JLLE COSTA E SILVA;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2023-03-08 00:00:00.0
7896241265543;83511;PP JLLE COSTA E SILVA;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-09-04 00:00:00.0
7896165600055;83511;PP JLLE COSTA E SILVA;DDAVPC/30 CPR 0,2MG;SIN ASIGNAR(M);2021-10-07 00:00:00.0
7896112400554;83511;PP JLLE COSTA E SILVA;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-04-27 00:00:00.0
7896094208506;83511;PP JLLE COSTA E SILVA;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7896094201477;83511;PP JLLE COSTA E SILVA;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-02 00:00:00.0
7896006290667;83511;PP JLLE COSTA E SILVA;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-05-23 00:00:00.0
7896006245339;83511;PP JLLE COSTA E SILVA;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-08-15 00:00:00.0
7896006245322;83511;PP JLLE COSTA E SILVA;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-05-23 00:00:00.0
7896006201731;83511;PP JLLE COSTA E SILVA;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-08-25 00:00:00.0
7896006201717;83511;PP JLLE COSTA E SILVA;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-08-24 00:00:00.0
7896004775043;83511;PP JLLE COSTA E SILVA;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-05-29 00:00:00.0
7896004722122;83511;PP JLLE COSTA E SILVA;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-06-25 00:00:00.0
7894916503754;83511;PP JLLE COSTA E SILVA;AGLUCOSEC/30 CPR 50MG;SIN ASIGNAR(M);2025-05-08 00:00:00.0
7891721202407;83511;PP JLLE COSTA E SILVA;ACICLOVIR MERCKC/25 CPR 200MG GEN;SIN ASIGNAR(M);2023-06-15 00:00:00.0
7891721202391;83511;PP JLLE COSTA E SILVA;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-09 00:00:00.0
7891721023484;83511;PP JLLE COSTA E SILVA;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2022-04-19 00:00:00.0
7891721023477;83511;PP JLLE COSTA E SILVA;ACICLOVIR MERCKC/25 CPR 200MG GEN;SIN ASIGNAR(M);2022-04-20 00:00:00.0
7891317411923;83511;PP JLLE COSTA E SILVA;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2025-08-30 00:00:00.0
7891317020002;83511;PP JLLE COSTA E SILVA;ACECLOFENACO EUROC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-07-28 00:00:00.0
7891317014773;83511;PP JLLE COSTA E SILVA;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-06-23 00:00:00.0
7891317001513;83511;PP JLLE COSTA E SILVA;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7891268106213;83511;PP JLLE COSTA E SILVA;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2025-06-26 00:00:00.0
7891142128638;83511;PP JLLE COSTA E SILVA;CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML;SIN ASIGNAR(M);2025-01-29 00:00:00.0
7891106006149;83511;PP JLLE COSTA E SILVA;EPHYNALC/30 CAPS 400MG;SIN ASIGNAR(M);2024-08-07 00:00:00.0
7891106000956;83511;PP JLLE COSTA E SILVA;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-08-19 00:00:00.0
7890282800015;83511;PP JLLE COSTA E SILVA;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-23 00:00:00.0
5060632508515;83511;PP JLLE COSTA E SILVA;SYSTEN SEQUIC/8 ADES 50+50+170MCG/DIA;SIN ASIGNAR(M);2023-11-09 00:00:00.0
5060632508508;83511;PP JLLE COSTA E SILVA;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7898687732993;83075;PP INDAIAL NAÇÕES;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-09-27 00:00:00.0
