fabricante	Marca	Algoritmo Marca Propia	Est Mer 6 Descripcion	EST_MER_6_CODIGO	Est Mer 7 Descripcion	Est Mer Codigo	Imp venta últ 24 meses	Qtd Sku	
EMS PHARMA	AC URSODESOXICOLICO EMS	NAO E MARCA PROPIA	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	.3.12.2.5.1	A05A2 TERAPIA DOS CALCULOS BILIARES	.3.12.2.5.1.2	4.343.850	1	a
LABORATORIO GLOBO	GLICENIX GLO	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A9 OUTRAS DROGAS PARA A CONSTIPACAO	.3.12.2.6.1.7	4.280.206	2	a
NOVO NORDISK	NOVOPEN NND	NAO E MARCA PROPIA	A10E DISPOSITIVOS PARA ADMINISTRACAO DE INSULINA	.3.12.2.10.2	A10E DISPOSITIVOS PARA ADMINISTRACAO DE INSULINA	.3.12.2.10.2.1	4.243.846	1	a
EMS PHARMA	PANTOPRAZOL LEG	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	4.229.911	3	a
CIMED	OLEO CIM	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	4.156.775	1	a
GEOLAB	CLOR DE METFORMINA GEO	NAO E MARCA PROPIA	A10J BIGUANIDA A DIABETICOS	.3.12.2.10.4	A10J1 BIGUANIDA SOLA A DIABETICOS	.3.12.2.10.4.1	4.105.274	1	a
BIOLAB	ADMUC BIO	NAO E MARCA PROPIA	A01A ESTOMATOLOGICOS	.3.12.2.1.1	A01A ESTOMATOLOGICOS	.3.12.2.1.1.1	4.081.343	2	a
EMS PHARMA	GLIBENCLAMIDA EMS	NAO E MARCA PROPIA	A10H SULFONILOUREIA A DIABETICOS	.3.12.2.10.3	A10H SULFONILOUREIA A DIABETICOS	.3.12.2.10.3.1	4.045.569	1	a
KENVUE	INVOKANA KEN	NAO E MARCA PROPIA	A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2	.3.12.2.10.9	A10P1 INIBIDOR SGLT2 ANTIDIABETICOS SIMPLES	.3.12.2.10.9.1	4.044.460	2	a
EMS PHARMA	ESPASMO FLATOL EMS	NAO E MARCA PROPIA	A03E OUTRAS ASSOCIACOES	.3.12.2.3.3	A03E OUTRAS ASSOCIACOES	.3.12.2.3.3.1	4.029.551	1	a
IMEC FARMACEUTICA	IMECALCIO IME	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	4.004.450	6	a
UNIAO QUIMICA	CRONOPLEX UNI	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A2 LAXANTES ESTIMULANTES	.3.12.2.6.1.2	4.000.841	1	a
PHARLAB	ESCOPEN PHA	NAO E MARCA PROPIA	A03D ASSOCIACOES COM ANALGESICOS	.3.12.2.3.2	A03D ASSOCIACOES COM ANALGESICOS	.3.12.2.3.2.1	3.964.142	3	a
P&G	METAMUCIL P&G	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	3.942.759	1	a
HYPERA PHARMA	PLESONAX NEO	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A2 LAXANTES ESTIMULANTES	.3.12.2.6.1.2	3.927.071	3	a
DOVALLE	DOVALLE DOV	NAO E MARCA PROPIA	A15A ESTIMULANTES DO APETITE	.3.12.2.15.1	A15A ESTIMULANTES DO APETITE	.3.12.2.15.1.1	3.875.988	1	a
SANDOZ	SANDOZ SDZ	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N1 INIBIDOR DPP IV SOLO	.3.12.2.10.8.1	3.852.857	1	a
PAGUE MENOS	LACTULOSE NTX	MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	3.848.657	1	a
HYPERA PHARMA	MAGNOSTASE NEO	NAO E MARCA PROPIA	A07H INIBIDORES DA MOTILIDADE	.3.12.2.7.6	A07H INIBIDORES DA MOTILIDADE	.3.12.2.7.6.1	3.835.866	5	a
ASSIFARMA	LACLAZE ASS	MARCA PROPIA	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1.1	3.816.550	4	a
GEOLAB	CLOR DE ONDANSETRONA GEO	NAO E MARCA PROPIA	A04A ANTIEMETICOS E ANTINAUSEOSOS	.3.12.2.4.1	A04A1 ANTAGONISTAS DA SEROTONINA	.3.12.2.4.1.1	3.809.559	2	a
RAIA DROGASIL SA	LACTULOSE NTX	MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	3.796.510	1	a
RANBAXY	VILDAGLIPTINA RAN	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N1 INIBIDOR DPP IV SOLO	.3.12.2.10.8.1	3.785.788	2	a
FARMOQUIMICA	ENZILAC FRQ	NAO E MARCA PROPIA	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1.1	3.782.536	6	a
BIOLAB	LACTULOSE BIO	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A6 LAXANTES OSMOTICOS	.3.12.2.6.1.5	3.720.284	2	a
VITAMEDIC	HEPATOVIT VMD	NAO E MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	3.702.472	3	a
MOMENTOS	REHIDRABEN MMT	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	3.660.827	2	a
MYRALIS PHARMA	MECOBE MYR	NAO E MARCA PROPIA	A11D VITAMINA B1 E ASSOCIACOES	.3.12.2.11.4	A11D4 VITAMINA B1 ASSOC VIT B6 OU B12	.3.12.2.11.4.2	3.659.384	1	a
PRATI DONADUZZI	MESALAZINA PRD	NAO E MARCA PROPIA	A07E PRODUTOS PARA DOENCA INFLAMATORIA INTESTINAL	.3.12.2.7.3	A07E9 OUTROS PRODUTOS PARA DOENCA INFLAMATORIA INTESTINA	.3.12.2.7.3.3	3.610.599	1	a
CIMED	GLIBENCLAMIDA CIM	NAO E MARCA PROPIA	A10H SULFONILOUREIA A DIABETICOS	.3.12.2.10.3	A10H SULFONILOUREIA A DIABETICOS	.3.12.2.10.3.1	3.609.032	1	a
MEDQUIMICA	EMPAGLIFLOZINA MDQ	NAO E MARCA PROPIA	A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2	.3.12.2.10.9	A10P1 INIBIDOR SGLT2 ANTIDIABETICOS SIMPLES	.3.12.2.10.9.1	3.595.896	2	a
HUMAPEN	HUMAPEN HUM	NAO E MARCA PROPIA	A10E DISPOSITIVOS PARA ADMINISTRACAO DE INSULINA	.3.12.2.10.2	A10E DISPOSITIVOS PARA ADMINISTRACAO DE INSULINA	.3.12.2.10.2.1	3.588.973	1	a
ACHE LABORATORIOS FARMACEUTICOS SA	DISPETIC ACH	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	3.543.579	2	a
BRASTERAPICA	GLICEL BRS	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A9 OUTRAS DROGAS PARA A CONSTIPACAO	.3.12.2.6.1.7	3.518.247	1	a
EMS PHARMA	DAPAGLIFLOZINA LEG	NAO E MARCA PROPIA	A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2	.3.12.2.10.9	A10P1 INIBIDOR SGLT2 ANTIDIABETICOS SIMPLES	.3.12.2.10.9.1	3.499.069	1	a
CATARINENSE PHARMA	LABORATORIO CATARINENSE CAT	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	3.476.106	1	a
RANBAXY	DOMPERIDONA RAN	NAO E MARCA PROPIA	A03F GASTROPROCINETICOS	.3.12.2.3.4	A03F GASTROPROCINETICOS	.3.12.2.3.4.1	3.443.613	2	a
BIOFHITUS	HIDRADOSE BFT	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	3.436.331	13	a
ACHE LABORATORIOS FARMACEUTICOS SA	CLOR DE SIBUTRAMINA ACH	NAO E MARCA PROPIA	A08A - PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1	A08A PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1.1	3.412.049	1	a
EMS PHARMA	CLOR DE SIBUTRAMINA EMS	NAO E MARCA PROPIA	A08A - PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1	A08A PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1.1	3.408.524	2	a
CATARINENSE PHARMA	SUPRABIO CAT	NAO E MARCA PROPIA	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1.1	3.401.415	1	a
RAIA DROGASIL SA	NATZ RDF	MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	3.386.962	3	a
CATARINENSE PHARMA	BALSAMO CAT	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A7 ANTIFISETICOS COM OUTROS FARMACOS	.3.12.2.2.1.5	3.375.685	1	a
LIQUIDZ	LIQUIDZ	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	3.326.723	16	a
EUROFARMA	PANTOPRAZOL EUR	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	3.268.841	3	a
HYPERA PHARMA	PEPSAMAR HYP	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A4 ANTIACIDOS COM ANTIFISETICOS	.3.12.2.2.1.3	3.267.997	2	a
NUTRIEX	LACTULOSE NTX	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A6 LAXANTES OSMOTICOS	.3.12.2.6.1.5	3.212.773	3	a
NATULAB	GASTROBEM NAT	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A4 ANTIACIDOS COM ANTIFISETICOS	.3.12.2.2.1.3	3.208.591	2	a
VITAMEDIC	CLOR DE METFORMINA VMD	NAO E MARCA PROPIA	A10J BIGUANIDA A DIABETICOS	.3.12.2.10.4	A10J1 BIGUANIDA SOLA A DIABETICOS	.3.12.2.10.4.1	3.203.360	2	a
EMS PHARMA	LANSOPRAZOL NVQ	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	3.177.768	1	a
EMS PHARMA	DAPAGLIFLOZINA NVQ	NAO E MARCA PROPIA	A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2	.3.12.2.10.9	A10P1 INIBIDOR SGLT2 ANTIDIABETICOS SIMPLES	.3.12.2.10.9.1	3.156.506	1	a
PRATI DONADUZZI	PRATIPRAZOL PRD	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	3.144.559	4	a
EMS PHARMA	GLIMEPIRIDA EMS	NAO E MARCA PROPIA	A10H SULFONILOUREIA A DIABETICOS	.3.12.2.10.3	A10H SULFONILOUREIA A DIABETICOS	.3.12.2.10.3.1	3.134.294	3	a
GRUPO PANVEL	PANVEL	MARCA PROPIA	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1.1	3.101.251	2	a
ARESE PHARMA LTDA.	CISTOP	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C2 OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3.2	3.077.991	1	a
KRESS FARMACEUTICA	KRESS KRE	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	3.070.798	1	a
PHARMASCIENCE	POLYDRAT PHC	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	3.048.261	27	a
BLAU FARMACEUTICA	CLOR DE ONDANSETRONA BLA	NAO E MARCA PROPIA	A04A ANTIEMETICOS E ANTINAUSEOSOS	.3.12.2.4.1	A04A1 ANTAGONISTAS DA SEROTONINA	.3.12.2.4.1.1	3.041.241	2	a
EMS PHARMA	SIMETICONA MUL	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	3.037.927	3	a
ASSIFARMA	BIOPRO ASS	MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	3.026.503	5	a
EMS PHARMA	PANTOPRAZOL NVQ	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	2.996.368	7	a
GEOLAB	ONDRAU GEO	NAO E MARCA PROPIA	A04A ANTIEMETICOS E ANTINAUSEOSOS	.3.12.2.4.1	A04A1 ANTAGONISTAS DA SEROTONINA	.3.12.2.4.1.1	2.991.894	2	a
SIN PROVEEDOR ASOCIADO	RB	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	2.961.083	1	a
CIFARMA	FLORAB CIF	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	2.917.612	1	a
NUTRIEX	LACTULOSE NTX	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	2.907.273	1	a
MERCK	GLUCOVANCE MER	NAO E MARCA PROPIA	A10J BIGUANIDA A DIABETICOS	.3.12.2.10.4	A10J2 BIGUANIDA E SULFONILOUREIA COMB A DIABETICOS	.3.12.2.10.4.2	2.879.760	2	a
CIMED	LACTOLINEA CIM	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A6 LAXANTES OSMOTICOS	.3.12.2.6.1.5	2.827.144	2	a
TEUTO	DIMEZIN TEU	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	2.785.731	2	a
CRISTALIA	NAUSEDRON CRI	NAO E MARCA PROPIA	A04A ANTIEMETICOS E ANTINAUSEOSOS	.3.12.2.4.1	A04A1 ANTAGONISTAS DA SEROTONINA	.3.12.2.4.1.1	2.781.825	1	a
HYPERA PHARMA	SITAGLIPTINA NEO	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N1 INIBIDOR DPP IV SOLO	.3.12.2.10.8.1	2.767.032	2	a
PAGUE MENOS	BE BETTER	MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	2.760.326	2	a
EMS PHARMA	DAPLYS BRA	NAO E MARCA PROPIA	A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2	.3.12.2.10.9	A10P1 INIBIDOR SGLT2 ANTIDIABETICOS SIMPLES	.3.12.2.10.9.1	2.711.215	1	a
TEUTO	DIGESTIL TEU	NAO E MARCA PROPIA	A03F GASTROPROCINETICOS	.3.12.2.3.4	A03F GASTROPROCINETICOS	.3.12.2.3.4.1	2.709.418	3	a
MYRALIS PHARMA	MAGNALIV MYR	NAO E MARCA PROPIA	A12C OUTROS SUPLEMENTOS MINERAIS	.3.12.2.12.3	A12C1 MAGNESIO	.3.12.2.12.3.1	2.688.795	1	a
EUROFARMA	FORFIGC EUR	NAO E MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	2.686.910	1	a
CIMED	CIMEGRIPE CIM	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G2 VITAMINA C ASSOCIADA	.3.12.2.11.7.2	2.683.746	1	a
MERCK	FLORATIL MER	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	2.672.683	10	a
CATARINENSE PHARMA	ALCACHOFRAX CAT	NAO E MARCA PROPIA	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	.3.12.2.5.1	A05A1 COLAGOGOS	.3.12.2.5.1.1	2.637.158	2	a
HYPERA PHARMA	OMEPRAZOL NEO	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	2.597.982	3	a
EMS PHARMA	GELMAX EMS	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	2.582.161	4	a
UNILEVER	LIQUID IV	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	2.515.706	12	a
EUROFARMA	PANTOCAL EUR	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	2.496.858	1	a
ARESE PHARMA LTDA.	SOFTOL ARE	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	2.446.455	1	a
VIDORA	FLACODIN VDO	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	2.443.722	3	a
EMS PHARMA	LOZEPREL MUL	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	2.401.300	5	a
EMS PHARMA	LANSOPRAZOL GER	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	2.395.293	1	a
UNIAO QUIMICA	VONSET UNI	NAO E MARCA PROPIA	A04A ANTIEMETICOS E ANTINAUSEOSOS	.3.12.2.4.1	A04A1 ANTAGONISTAS DA SEROTONINA	.3.12.2.4.1.1	2.387.565	2	a
EMS PHARMA	TRIMEBUTINA LEG	NAO E MARCA PROPIA	A03F GASTROPROCINETICOS	.3.12.2.3.4	A03F GASTROPROCINETICOS	.3.12.2.3.4.1	2.369.498	2	a
TEUTO	TEUTOZOL TEU	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	2.367.003	2	a
BIOBRAS FARMA	GLARGILIN BBF	NAO E MARCA PROPIA	A10C INSULINAS HUMANAS E ANALOGAS	.3.12.2.10.1	A10C5 INSULINAS HUMANAS+ANALOGAS ACAO PROLONGADA	.3.12.2.10.1.4	2.361.044	2	a
HERTZ FARMACEUTICA	LACTOCARE KLE	NAO E MARCA PROPIA	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1.1	2.352.400	2	a
PAGUE MENOS	BE BETTER	MARCA PROPIA	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1.1	2.349.803	1	a
MEGALABS	DROXAINE MEG	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A6 ANTIACIDOS COM OUTROS FARMACOS	.3.12.2.2.1.4	2.324.183	2	a
CATARINENSE PHARMA	SIMETICONA CAT	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	2.324.031	1	a
AIRELA PHARMACEUTICA	DIMETICONA AIR	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	2.301.418	1	a
ASSIFARMA	FLATULON ASS	MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	2.294.711	2	a
HYPERA PHARMA	BLUMEL HYP	NAO E MARCA PROPIA	A11A POLIVITAMINICOS COM MINERAIS	.3.12.2.11.1	A11A4 OUTROS POLIVIT COM MINERAIS	.3.12.2.11.1.4	2.265.749	2	a
GEOLAB	MIRACALCIO GEO	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	2.252.361	1	a
PHARLAB	VILDAGLIPTINA PHA	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N1 INIBIDOR DPP IV SOLO	.3.12.2.10.8.1	2.222.013	1	a
HALEON	ENO HAL	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	2.215.703	2	a
AIRELA PHARMACEUTICA	HIDROXIDO DE ALUMINIO AIR	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	2.195.245	2	a
TEUTO	CANDITRAT TEU	NAO E MARCA PROPIA	A01B ANTIFUNGICOS ORAIS TOPICOS	.3.12.2.1.2	A01B ANTIFUNGICOS ORAIS TOPICOS	.3.12.2.1.2.1	2.187.669	2	a
TEUTO	CLOR DE METOCLOPRAMIDA TEU	NAO E MARCA PROPIA	A03F GASTROPROCINETICOS	.3.12.2.3.4	A03F GASTROPROCINETICOS	.3.12.2.3.4.1	2.185.345	1	a
SOBRAL	SORALYT SOB	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	2.175.728	8	a
MOMENTA FARMA	MUD MOM	NAO E MARCA PROPIA	A01A ESTOMATOLOGICOS	.3.12.2.1.1	A01A ESTOMATOLOGICOS	.3.12.2.1.1.1	2.170.434	1	a
BECTON DICKINSON	ULTRA FINE	NAO E MARCA PROPIA	A10C INSULINAS HUMANAS E ANALOGAS	.3.12.2.10.1	A10C9 OUTRAS INSULINAS HUMANAS E ANÃLOGOS	.3.12.2.10.1.5	2.170.248	1	a
PHARLAB	DICAZID PHA	NAO E MARCA PROPIA	A10H SULFONILOUREIA A DIABETICOS	.3.12.2.10.3	A10H SULFONILOUREIA A DIABETICOS	.3.12.2.10.3.1	2.167.175	4	a
GOMES SUPLEMENTOS ALIMENTARES LTDA	GOOD VIT	NAO E MARCA PROPIA	A12A CALCIO	.3.12.2.12.1	A12A CALCIO	.3.12.2.12.1.1	2.159.232	4	a
ARTE NATIVA	ARTENATIVA ART	NAO E MARCA PROPIA	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	.3.12.2.11.7	A11G2 VITAMINA C ASSOCIADA	.3.12.2.11.7.2	2.145.643	1	a
APIS FLORA	APISFLORA AFL	NAO E MARCA PROPIA	A01A ESTOMATOLOGICOS	.3.12.2.1.1	A01A ESTOMATOLOGICOS	.3.12.2.1.1.1	2.117.998	1	a
EMS PHARMA	DOMPERIDONA LEG	NAO E MARCA PROPIA	A03F GASTROPROCINETICOS	.3.12.2.3.4	A03F GASTROPROCINETICOS	.3.12.2.3.4.1	2.117.311	2	a
ASSIFARMA	REGULACTO ASS	MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	2.107.698	2	a
PAGUE MENOS	REIDRABETTER	MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	2.103.655	2	a
HERTZ FARMACEUTICA	SIMETICON KLE	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	2.066.857	2	a
ALTHAIA	ENJOVIX FLASH ALT	NAO E MARCA PROPIA	A04A ANTIEMETICOS E ANTINAUSEOSOS	.3.12.2.4.1	A04A1 ANTAGONISTAS DA SEROTONINA	.3.12.2.4.1.1	2.064.743	2	a
HYPERA PHARMA	NATURETTI HYP	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A9 OUTRAS DROGAS PARA A CONSTIPACAO	.3.12.2.6.1.7	2.032.343	2	a
GRUPO PANVEL	PANVEL	MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A2 LAXANTES ESTIMULANTES	.3.12.2.6.1.2	2.020.525	1	a
BIOLAB	LISTOGAS BIO	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	2.006.131	5	a
HYPERA PHARMA	GASTROL HYP	NAO E MARCA PROPIA	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1.1	2.001.016	3	a
