EST_MER_6;MARCA;FABRICANTE
M05B REGULADORES DO CALCIO OSSEO;EDIFICAN ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2;EDISTRIDE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A10S AGONISTAS GLP 1;EDISTRIDE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N04A ANTIPARKINSONIANOS;EKSON ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A04A ANTIEMETICOS E ANTINAUSEOSOS;ENRIZA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
J01F MACROLIDEOS E SIMILARES;ERITREX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R06A ANTIHISTAMINICOS SISTEMICOS;ESALERG ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R01B DESCONGESTIONANTES NASAIS SISTEMICOS;ESALERG D12 ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N03A ANTICONVULSIVANTES;ETIRA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M01A ANTI REUMATICOS SEM ESTEROIDES;ETORBEN ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N06A A DEPRESSIVOS E REGUL DE HUMOR;EXODUS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A02B ANTIULCEROSOS;FAMOX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;FEMINA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;FEMINIQUE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
D01A ANTIMICOTICOS DERMATOLOGICOS;FENTIZOL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
G01B ANTIMICOTICOS GINECOLOGICOS;FENTIZOL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
L03A AGENTES IMUNOESTIMULANTES EXCL INTERFERON;FILGRASTIM ACH;ACHE LABORATORIOS FARMACEUTICOS SA
G04C PRODUTOS PARA HIPERPLASIA PROSTATICA BENIGNA HPB;FINASTERIDA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A02A ANTIACIDOS ANTIFISETICOS;FLAGASS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A03A ANTIESPASMODICOS E ANTICOLINERGICOS PUROS;FLAGASS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A03E OUTRAS ASSOCIACOES;FLAGASS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
G02X OTROS PRODUTOS GINECOLOGICOS;FLOGO ROSA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M01A ANTI REUMATICOS SEM ESTEROIDES;FLOGORAL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R02A PREPARACOES PARA GARGANTA;FLOGORAL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R05A ANTIGRIPAIS EXCLUINDO ANTINFECCIOSOS;FLOGORAL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R03A AGONISTAS BETA 2;FORMOCAPS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M01A ANTI REUMATICOS SEM ESTEROIDES;FOXIS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N03A ANTICONVULSIVANTES;FRONTLEV ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R03C ANTIINFLAMATORIOS RESPIRATORIOS NAO ESTEROIDES;FUMARATO DE CETOTIFENO ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C03A DIURETICOS;FUROSEMIDA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N06A A DEPRESSIVOS E REGUL DE HUMOR;FUSOR ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N02D PROD GABAPENTINOIDES;GABAPENTINA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A02B ANTIULCEROSOS;GAESO ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A02B ANTIULCEROSOS;GASTRIUM ACH;ACHE LABORATORIOS FARMACEUTICOS SA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;GESTODENO ETINILESTRADIOL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N04A ANTIPARKINSONIANOS;GILMOV ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N07D PRODUTOS ANTI ALZHEIMER;HEMITARTARATO DE RIVASTIGMINA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R01A PREPARACOES NASAIS TOPICAS;HIDROCIN ACH;ACHE LABORATORIOS FARMACEUTICOS SA
J05B OUTROS ANTIVIRAIS;HPMIX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M05B REGULADORES DO CALCIO OSSEO;IBANDRONATO ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M05B REGULADORES DO CALCIO OSSEO;IBANDRONATO DE SODIO ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N02B NAO NARCOTICOS ANTIPIRETICOS;IBUPROFENO ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N02D PROD GABAPENTINOIDES;INFOC ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A03F GASTROPROCINETICOS;IRRITRATIL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M05X OUTROS PRODUTOS SISTEMA MUSCULO ESQUELETICO;JOGGER ACH;ACHE LABORATORIOS FARMACEUTICOS SA
G03D PROGESTOGENOS E ASSOCIACOES EXCLUINDO G3A G3F;KALIST ACH;ACHE LABORATORIOS FARMACEUTICOS SA
B01F INIBIDOR DIRETO DO FATOR XA;KLEV ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C08A ANTAGONISTAS DO CALCIO PUROS;KOPREXX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R05C EXPECTORANTES;LABEL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N03A ANTICONVULSIVANTES;LACOSAMIDA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
S01K PRODUTOS PARA OLHO SECO;LAXIME ACH;ACHE LABORATORIOS FARMACEUTICOS SA
L03A AGENTES IMUNOESTIMULANTES EXCL INTERFERON;LEUCOGEN ACH;ACHE LABORATORIOS FARMACEUTICOS SA
J01G FLUOROQUINOLONAS;LEVOFLOXACINO ACH;ACHE LABORATORIOS FARMACEUTICOS SA
H03A PREPARADOS DE TIREOIDE;LEVOID ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A09A DIGESTIVOS INCLUIDO ENZIMAS;LEVTY ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R05C EXPECTORANTES;LIBERAFLUX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
J01G FLUOROQUINOLONAS;LIVEPAX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R06A ANTIHISTAMINICOS SISTEMICOS;LORATADINA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R01B DESCONGESTIONANTES NASAIS SISTEMICOS;LORATADINA SUL DE PSEUDOEFEDRINA XAROPE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R06A ANTIHISTAMINICOS SISTEMICOS;LORATADINA XAROPE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;LOSARTANA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C09D ANTAGONISTAS DE LA ANGIOTENSINA II COMBINADOS;LOTAR ACH;ACHE LABORATORIOS FARMACEUTICOS SA
S01K PRODUTOS PARA OLHO SECO;LUBRIS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R06A ANTIHISTAMINICOS SISTEMICOS;LUR ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R01B DESCONGESTIONANTES NASAIS SISTEMICOS;LUR D12 ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N05A ANTIPSICOTICOS;LUTAB ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C02A ANTIHIPERTENSIVOS NAO HERBACEOS PUROS;LUTICS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N06A A DEPRESSIVOS E REGUL DE HUMOR;MAXAPRAN ACH;ACHE LABORATORIOS FARMACEUTICOS SA
J01D CEFALOSPORINAS;MEFEX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;MELIK ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R05C EXPECTORANTES;MELYSSE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N05A ANTIPSICOTICOS;MENSYVA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
J01H PENICILINAS DE PEQUENO E MEDIO ESPECTRO;MERACILINA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A10J BIGUANIDA A DIABETICOS;MERITOR ACH;ACHE LABORATORIOS FARMACEUTICOS SA
D01A ANTIMICOTICOS DERMATOLOGICOS;MICETAL;ACHE LABORATORIOS FARMACEUTICOS SA
D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED;MINOXIDIL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M03B RELAXANTES MUSCULARES ACAO CENTRAL;MIRTAX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
P03A ECTOPARASITICIDAS INCL ESCAB;MITICOCAN ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C01E NITRITOS E NITRATOS;MONONITRATO DE ISOSSORBIDA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R03J ANTI ASMATICOS ANTAGONISTAS DE LEUCOTRIENE;MONTELAIR ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R03J ANTI ASMATICOS ANTAGONISTAS DE LEUCOTRIENE;MONTELUCASTE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M05X OUTROS PRODUTOS SISTEMA MUSCULO ESQUELETICO;MOTORE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A04A ANTIEMETICOS E ANTINAUSEOSOS;NAUCLOZ ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A04A ANTIEMETICOS E ANTINAUSEOSOS;NAUTEX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C07A AGENTES BETA BLOQUEADORES PUROS;NEBITAH ACH;ACHE LABORATORIOS FARMACEUTICOS SA
L02A HORMONIOS CITOSTATICOS;NEO DECAPEPTYL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
G04E PRODUTOS PARA DISFUNCAO ERETIL;NESTA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A04A ANTIEMETICOS E ANTINAUSEOSOS;NEUCLOZ ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C07A AGENTES BETA BLOQUEADORES PUROS;NIENZA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M01A ANTI REUMATICOS SEM ESTEROIDES;NIMESULIDA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M01A ANTI REUMATICOS SEM ESTEROIDES;NISULID ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C08A ANTAGONISTAS DO CALCIO PUROS;NITRENDIPINO ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N06D NOOTROPICOS;NOOTRON ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R05D ANTITUSSIGENOS;NOTUSS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
D07B ASSOCIACOES DE CORTICOIDES;NOVACORT ACH;ACHE LABORATORIOS FARMACEUTICOS SA
J01C PENICILINAS DE AMPLO ESPECTRO;NOVAMOX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
J01C PENICILINAS DE AMPLO ESPECTRO;NOVOCILIN ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N05A ANTIPSICOTICOS;OLANEXYN ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N06A A DEPRESSIVOS E REGUL DE HUMOR;OLANEXYN ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N05A ANTIPSICOTICOS;OLANZAPINA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A02B ANTIULCEROSOS;OMEPRAMIX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A02B ANTIULCEROSOS;OMEPRAZOL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R03J ANTI ASMATICOS ANTAGONISTAS DE LEUCOTRIENE;OXCENE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M01A ANTI REUMATICOS SEM ESTEROIDES;OXOTRON ACH;ACHE LABORATORIOS FARMACEUTICOS SA
B03A HEMATINICOS FERRO E TODAS AS ASSOCIACOES;PAMFER ACH;ACHE LABORATORIOS FARMACEUTICOS SA
D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED;PANT ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A02B ANTIULCEROSOS;PANTOMIX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A02B ANTIULCEROSOS;PANTOPRAZOL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N02B NAO NARCOTICOS ANTIPIRETICOS;PARACETAMOL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
P01B ANTIHELMINTICOS EXCETO OS ESQUISTOSOMICIDAS;PARASIN ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M01A ANTI REUMATICOS SEM ESTEROIDES;PARZO ACH;ACHE LABORATORIOS FARMACEUTICOS SA
H02A CORTICOSTEROIDES PUROS;PREDNISOLONA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
H02A CORTICOSTEROIDES PUROS;PREDNISONA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N02D PROD GABAPENTINOIDES;PREGABALINA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
H02A CORTICOSTEROIDES PUROS;PRELONE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A12C OUTROS SUPLEMENTOS MINERAIS;PRETEN ACH;ACHE LABORATORIOS FARMACEUTICOS SA
B03X OUTROS ANTIANEMICOS INCLUINDO ACIDO FOLICO E FOLIN;PREVAX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A12C OUTROS SUPLEMENTOS MINERAIS;PROFUSE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
D01A ANTIMICOTICOS DERMATOLOGICOS;PROFUSE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A12C OUTROS SUPLEMENTOS MINERAIS;PROGRESS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A06A DROGAS PARA A CONSTIPACAO;PROHN ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A07A ANTI INFECCIOSOS INTESTINAIS;PROLIVE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A07F MICROORGANISMOS ANTIDIARREICOS;PROLIVE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A12C OUTROS SUPLEMENTOS MINERAIS;PROTEINA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A12C OUTROS SUPLEMENTOS MINERAIS;PROTENA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A12C OUTROS SUPLEMENTOS MINERAIS;PROTENAPLUS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A12C OUTROS SUPLEMENTOS MINERAIS;PROTENAPRO ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A07F MICROORGANISMOS ANTIDIARREICOS;PROVANCE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A09A DIGESTIVOS INCLUIDO ENZIMAS;PROVANCE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A07F MICROORGANISMOS ANTIDIARREICOS;PROVANCE IMUNE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N05A ANTIPSICOTICOS;QUETROS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;RAVUNA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N07D PRODUTOS ANTI ALZHEIMER;REGRESSA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N05B HIPNOTICOS SEDATIVOS;REMILEV ACH;ACHE LABORATORIOS FARMACEUTICOS SA
J05B OUTROS ANTIVIRAIS;RESIST ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N02A ANALGESICOS NARCOTICOS;REVANGE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N02B NAO NARCOTICOS ANTIPIRETICOS;REVANGE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M05B REGULADORES DO CALCIO OSSEO;RISEDRONATO SODICO ACH;ACHE LABORATORIOS FARMACEUTICOS SA
B01F INIBIDOR DIRETO DO FATOR XA;RIVAROXABANA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;ROSUVASTATINA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;ROSUVASTATINA CALCICA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
B01F INIBIDOR DIRETO DO FATOR XA;ROTEAS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;RUBIA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;RUNNER ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C10C REGUL DE LIPIDEOS EM COMB C OUT LIPIDOS REGUL;RUNNER ACH;ACHE LABORATORIOS FARMACEUTICOS SA
L02B ANTAGONISTAS DE HORMONIOS CITOSTATICOS;SABINE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N06A A DEPRESSIVOS E REGUL DE HUMOR;SERTRALINA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A02A ANTIACIDOS ANTIFISETICOS;SIMETICONA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N05B HIPNOTICOS SEDATIVOS;SINTOCALMY ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C01D TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CALCIO;SOANZA XR ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N05C TRANQUILIZANTES;SOMALIUM ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R01A PREPARACOES NASAIS TOPICAS;SORINE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
G02X OTROS PRODUTOS GINECOLOGICOS;SOYFEMME ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N04A ANTIPARKINSONIANOS;STABIL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES;STEATON ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N06A A DEPRESSIVOS E REGUL DE HUMOR;SUCCINATO DE DESVENLAFAXINA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C07A AGENTES BETA BLOQUEADORES PUROS;SUCCINATO DE METOPROLOL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R06A ANTIHISTAMINICOS SISTEMICOS;TALERC ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M01A ANTI REUMATICOS SEM ESTEROIDES;TANDRILAX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M03B RELAXANTES MUSCULARES ACAO CENTRAL;TANDRILAX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;TARTARATO DE BRIMONIDINA COLIRIO ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C07A AGENTES BETA BLOQUEADORES PUROS;TARTARATO DE METOPROLOL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;TIMOLOL COLIRIO ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N05B HIPNOTICOS SEDATIVOS;TOLREST ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N06A A DEPRESSIVOS E REGUL DE HUMOR;TOLREST ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N03A ANTICONVULSIVANTES;TOPIRAMATO ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N02B NAO NARCOTICOS ANTIPIRETICOS;TORMIV ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N02B NAO NARCOTICOS ANTIPIRETICOS;TORMIV SL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
M01A ANTI REUMATICOS SEM ESTEROIDES;TORXIS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N02B NAO NARCOTICOS ANTIPIRETICOS;TOTTI SL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R05C EXPECTORANTES;TRANSPULMIN ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N02A ANALGESICOS NARCOTICOS;TRAUM ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C10C REGUL DE LIPIDEOS EM COMB C OUT LIPIDOS REGUL;TREZETE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;TREZOR ACH;ACHE LABORATORIOS FARMACEUTICOS SA
B01A ANTICOAGULANTES NAO INJETAVEIS;TRIMETAZIDINA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
J01G FLUOROQUINOLONAS;URCIP ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R01A PREPARACOES NASAIS TOPICAS;UTILAR ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N03A ANTICONVULSIVANTES;VALPI ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C09D ANTAGONISTAS DE LA ANGIOTENSINA II COMBINADOS;VALSAR HIDROCL ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;VALSARTANA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C09D ANTAGONISTAS DE LA ANGIOTENSINA II COMBINADOS;VALSARTANA HIDROCLOROTIAZIDA ACH;ACHE LABORATORIOS FARMACEUTICOS SA
B01C INIBIDORES DA AGREGACAO PLAQUETARIA;VASOGARD ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C05C TERAPIA VARICOSA SISTEMICA;VENOXIDE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C04A VASOTERAPIA CEREBRAL E PERIFERICA;VERTIX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
C04A VASOTERAPIA CEREBRAL E PERIFERICA;VERTIZINE D ACH;ACHE LABORATORIOS FARMACEUTICOS SA
A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2;VIDAP;ACHE LABORATORIOS FARMACEUTICOS SA
N03A ANTICONVULSIVANTES;VIDMAX ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N07D PRODUTOS ANTI ALZHEIMER;VIE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N07C OUTROS MEDICAMENTOS ANTIVERTIGINOSOS;VITALIA XR ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N07D PRODUTOS ANTI ALZHEIMER;VIVENCIA PATCH ACH;ACHE LABORATORIOS FARMACEUTICOS SA
B01B ANTICOAGULANTES INJETAVEIS;VOLARE ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N05A ANTIPSICOTICOS;ZARGUS ACH;ACHE LABORATORIOS FARMACEUTICOS SA
H02A CORTICOSTEROIDES PUROS;ZASTAT ACH;ACHE LABORATORIOS FARMACEUTICOS SA
J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF;ZIOR ACH;ACHE LABORATORIOS FARMACEUTICOS SA
J01F MACROLIDEOS E SIMILARES;ZIRK ACH;ACHE LABORATORIOS FARMACEUTICOS SA
N05B HIPNOTICOS SEDATIVOS;ZOLFEST ACH;ACHE LABORATORIOS FARMACEUTICOS SA
G04E PRODUTOS PARA DISFUNCAO ERETIL;ZYAD ACH;ACHE LABORATORIOS FARMACEUTICOS SA
R05C EXPECTORANTES;DILUTE;ACQUAMIX
R05C EXPECTORANTES;ADACISTEIN ADA;ADA NUTRACEUTICA
R05C EXPECTORANTES;FLUALIV ADA;ADA NUTRACEUTICA
R05C EXPECTORANTES;NAC ADA;ADA NUTRACEUTICA
G04E PRODUTOS PARA DISFUNCAO ERETIL;PRAZZ MIL;ADIMED
G01A TRICOMONICIDAS;BIO VAGIN ADI;ADIUM
L01H ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE;BRUKINSA ADI;ADIUM
G02D INIBIDORES DA PROLACTINA;CABERTRIX ADI;ADIUM
A11D VITAMINA B1 E ASSOCIACOES;CLOR DE METILFENIDATO ADI;ADIUM
M05X OUTROS PRODUTOS SISTEMA MUSCULO ESQUELETICO;CONDROFLEX ADI;ADIUM
N06B PSICOESTIMULANTES;CONSIV ADI;ADIUM
G04C PRODUTOS PARA HIPERPLASIA PROSTATICA BENIGNA HPB;DUTAM ADI;ADIUM
R07D PRODUTOS PRA FIBROSE PULMONAR IDIOPATICA;EGURINEL ADI;ADIUM
L02A HORMONIOS CITOSTATICOS;ELIGARD ADI;ADIUM
G04D PRODUTOS PARA INCONTINENCIA URINARIA;FENAZIC ADI;ADIUM
M01A ANTI REUMATICOS SEM ESTEROIDES;FLODIN DUO ADI;ADIUM
N03A ANTICONVULSIVANTES;ILUDRAL ADI;ADIUM
N03A ANTICONVULSIVANTES;LACOTEM ADI;ADIUM
N03A ANTICONVULSIVANTES;LEVETIRACETAM ADIUM;ADIUM
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;LIBERFEM ADI;ADIUM
N07D PRODUTOS ANTI ALZHEIMER;LIBTAYO ADI;ADIUM
N02A ANALGESICOS NARCOTICOS;LUSANDA ADI;ADIUM
M03B RELAXANTES MUSCULARES ACAO CENTRAL;MITRUL ADI;ADIUM
M01A ANTI REUMATICOS SEM ESTEROIDES;NUSIRA ADI;ADIUM
M05B REGULADORES DO CALCIO OSSEO;OSTEOTEC ADI;ADIUM
N02A ANALGESICOS NARCOTICOS;OXYPYNAL ADI;ADIUM
N02A ANALGESICOS NARCOTICOS;PARATRAM ADI;ADIUM
N02D PROD GABAPENTINOIDES;PREBICTAL ADI;ADIUM
G04X OUTROS PRODUTOS UROLOGICOS;PYRIDIUM ADI;ADIUM
M05X OUTROS PRODUTOS SISTEMA MUSCULO ESQUELETICO;SUPHRAHYAL ADI;ADIUM
N02B NAO NARCOTICOS ANTIPIRETICOS;SYMDULOR SL ZOD;ADIUM
G04C PRODUTOS PARA HIPERPLASIA PROSTATICA BENIGNA HPB;TAMSULON ADI;ADIUM
L01B ANTIMETABOLITOS;TECNOMET ADI;ADIUM
N05A ANTIPSICOTICOS;VEGAPALI ADI;ADIUM
N06A A DEPRESSIVOS E REGUL DE HUMOR;VEGAPALI ADI;ADIUM
N06B PSICOESTIMULANTES;VIMADE ADI;ADIUM
M01A ANTI REUMATICOS SEM ESTEROIDES;XUMER;ADIUM
M01A ANTI REUMATICOS SEM ESTEROIDES;XUMER ADI;ADIUM
A06A DROGAS PARA A CONSTIPACAO;ADV ADV;ADV
D08A ANTISSEPTICOS E DESINFETANTES EXCL CURATIVOS MEDIC;ADVFARMA ADV;ADV
A07G REPOSITORES ELECTROLITICOS ORAIS;HIDRORAL ADV;ADV
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;MY HEALTH;AEROFLEX
M03B RELAXANTES MUSCULARES ACAO CENTRAL;MY HEALTH;AEROFLEX
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;MYHEALTH AER;AEROFLEX
N02B NAO NARCOTICOS ANTIPIRETICOS;DOLOCALM;AERZ QUIMICA
A12C OUTROS SUPLEMENTOS MINERAIS;TRIUNLIFE;AF2 INDUSTRIA FARMACEUTIA LTDA
